ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price
2026,3183,"Túi trống nữ da mềm Ali 2026",http://kacana.vn/san-pham/tui-trong-nu-da-mem-ali-2026--2026--3183,http://image.kacana.vn/images/product/Túi%20trống%20da%20mềm%20Ali%202026%201505716434.jpg,"Túi trống nữ da mềm Ali 2026","Túi trống nữ da mềm Ali 2026 mang tinh thần dịu nhẹ từ thiên nhiên, đem đến vẻ mềm mại, thanh lịch cho mọi phong cách. Túi xách nữ dạng trống 2026 cỡ to vừa phải như ý bạn, vừa tiện dụng khi nó được làm từ chất da cực kỳ mềm, có thể thoải mái bỏ cốp xe, hay cuộn tròn trong một góc vali của bạn.",,"820,000 VND"
2028,2196,"Ví cầm tay nữ Yako 2028",http://kacana.vn/san-pham/vi-cam-tay-nu-yako-2028--2028--2196,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20nữ%20Yako%202028%201505637754.jpg,"Ví cầm tay nữ Yako 2028","Ví cầm tay nữ cao cấp 2028 kết hợp hài hoà phong cách tinh tế với trình độ thủ công chuyên nghiệp mang lại nét thanh lịch cho người sử dụng. Ví cầm tay nữ cao cấp 2028 bắt mắt với hoạ tiết da trăn sang trọng dành cho những buổi hẹn hò lãng mạn.",,"950,000 VND"
2033,2453,"Balo nữ Bansusu 2033",http://kacana.vn/san-pham/balo-nu-bansusu-2033--2033--2453,http://image.kacana.vn/images/product/Balo%20nữ%20Bansusu%202033%201505634598.jpg,"Balo nữ Bansusu 2033","Balo nữ hàn quốc 2033 da mềm óng ánh, vừa có khả năng chứa tất tần tật các món đồ. Balo nữ hàn quốc 2033 mang đến phong cách sành điệu cho các bạn.",,"290,000 VND"
2053,387,"Ví nam Jiluo 2053",http://kacana.vn/san-pham/vi-nam-jiluo-2053--2053--387,http://image.kacana.vn/images/product/Ví%20nam%20Jiluo%202053%201505631384.jpg,"Ví nam Jiluo 2053","Ví nam Jiluo 2053 tính thẩm mỹ kết hợp với chất da PU chịu ma sát, thiết kế các ngăn khoa học, tiện dụng, dễ dàng thao tác, mép ví may chỉ ngay ngắn, đều đặn.",,"290,000 VND"
2057,387,"Balo đeo chéo nam YOK 2057",http://kacana.vn/san-pham/balo-deo-cheo-nam-yok-2057--2057--387,http://image.kacana.vn/images/product/Balo%20đeo%20chéo%20nam%20YOK%202057%201505553493.jpg,"Balo đeo chéo nam YOK 2057","Balo đeo chéo nam YOK 2057 chiếc túi khiến ai cũng phải ngoái nhìn, hứa hẹn là một món đồ không thể thiếu trong tủ đồ của mỗi chàng trai. Balo đeo chéo nam YOK 2057 thời thượng, thịnh hành mang lại cuộc sống bạn nhiều điều thú vị.",,"950,000 VND"
2060,2931,"Balo chống trộm phiên bản balo đeo chéo ngực một quai MIXI 2060",http://kacana.vn/san-pham/balo-chong-trom-phien-ban-balo-deo-cheo-nguc-mot-quai-mixi-2060--2060--2931,http://image.kacana.vn/images/product/Balo%20chống%20trộm%20phiên%20bản%20balo%20đeo%20chéo%20ngực%20một%20quai%20MIXI%202060%201496040258.jpg,"Balo chống trộm phiên bản balo đeo chéo ngực một quai MIXI 2060","Balo chống trộm phiên bản balo đeo chéo ngực một quai MIXI 2060 chất liệu vải cao cấp, đường may tỉ mỉ, cẩn thận, phom dáng chuẩn đẹp. Balo chống trộm phiên bản balo đeo chéo ngực một quai MIXI 2060 thích hợp cho cả bạn nữ và bạn nam với phiên bản đặc biệt.",,"990,000 VND"
2062,664,"Túi xách đẹp D.Dore 2062",http://kacana.vn/san-pham/tui-xach-dep-ddore-2062--2062--664,http://image.kacana.vn/images/product/Túi%20xách%20đẹp%20D.Dore%202062%201505496328.jpg,"Túi xách đẹp D.Dore 2062","Túi xách đẹp D.Dore 2062 tối giản chi tiết, tập trung vào đường nét, kiểu dáng phổ biến là thiết kế túi vuông. Túi xách đẹp D.Dore 2062 rộng rãi, tiện dụng để sử dụng hàng ngày.",,"600,000 VND"
2063,387,"Túi đeo chéo nam cao cấp CB 2063",http://kacana.vn/san-pham/tui-deo-cheo-nam-cao-cap-cb-2063--2063--387,http://image.kacana.vn/images/product/tui-deo-cheo-nam-cao-cap-cb-2063-1513294456.jpg,"Túi đeo chéo nam cao cấp CB 2063","Túi đeo chéo nam cao cấp CB 2063 vẻ ngoài thời thượng và ấn tượng cũng khiến người khác phải muốn sở hữu ngay. Túi đeo chéo nam cao cấp CB 2063 giúp phái mạnh khẳng định đẳng cấp của mình qua món phụ kiện cực chất này.",,"980,000 VND"
2064,387,"Túi nam mini CB 2064",http://kacana.vn/san-pham/tui-nam-mini-cb-2064--2064--387,http://image.kacana.vn/images/product/tui-nam-mini-cb-2064-1513295262.jpg,"Túi nam mini CB 2064","Túi nam mini CB 2064 phiên bản phụ kiện được coi là biểu tượng mới, trẻ trung và hiện đại. Túi nam mini CB 2064 là lựa chọn hoàn hảo cho các chàng trai sành điệu.",,"790,000 VND"
2065,664,"Túi trống mini Northbag 2065",http://kacana.vn/san-pham/tui-trong-mini-northbag-2065--2065--664,http://image.kacana.vn/images/product/Túi%20trống%20mini%20Northbag%202065%201505484722.jpg,"Túi trống mini Northbag 2065","Túi trống mini Northbag 2065 với thiết kế gọn gàng gây ấn tượng ngay từ cái nhìn đầu tiên. Túi trống mini Northbag 2065 bề mặt da được xử lý để mang đến vẻ quyến rũ nuột nà, quy trình làm nên túi gồm nhiều công đoạn và được thực hiện bởi những nghệ nhân thủ công lành nghề.",,"290,000 VND"
2068,387,"Túi xách nam da thật Demodun 2068",http://kacana.vn/san-pham/tui-xach-nam-da-that-demodun-2068--2068--387,http://image.kacana.vn/images/product/Túi%20xách%20nam%20da%20thật%20Demodun%202068%201505461602.jpg,"Túi xách nam da thật Demodun 2068","Túi xách nam da thật Demodun 2068 như những lời tuyên ngôn về giá trị bản thân, phong thái sống và phong cách thời trang tinh tế. Túi xách nam da thật Demodun 2068 hướng đến những người đàn ông hiện đại.",,"1,800,000 VND"
2069,387,"Túi xách nam hàng hiệu Demodun 2069",http://kacana.vn/san-pham/tui-xach-nam-hang-hieu-demodun-2069--2069--387,http://image.kacana.vn/images/product/Túi%20xách%20nam%20hàng%20hiệu%20Demodun%202069%201505459159.jpg,"Túi xách nam hàng hiệu Demodun 2069","Túi xách nam hàng hiệu Demodun 2069 thiết kế phom đứng thanh lịch nhưng vẫn sở hữu những đường nét mềm mại, cuốn hút. Túi xách nam hàng hiệu Demodun 2069 sở hữu kích thước rộng rãi, mang tính ứng dụng cao thể hiện qua hai cách đeo đơn giản: hoặc choàng qua vai với phần dây bản lớn hoặc xách tay thông thường.",,"2,050,000 VND"
2072,664,"Túi xách nữ Northbag 2072",http://kacana.vn/san-pham/tui-xach-nu-northbag-2072--2072--664,http://image.kacana.vn/images/product/Túi%20xách%20nữ%20Northbag%202072%201505456618.jpg,"Túi xách nữ Northbag 2072","Túi xách nữ Northbag 2072 mang diện mạo mới, vẻ đẹp thanh lịch cũng được nâng tầm. Túi xách nữ Northbag 2072 toả ra sức cuốn hút vừa cá tính, vừa hiện đại, tinh giản bằng tông màu trắng, đen.",,"290,000 VND"
2076,664,"Gio xach dep FSM 2076",http://kacana.vn/san-pham/gio-xach-dep-fsm-2076--2076--664,http://image.kacana.vn/images/product/Gio%20xach%20dep%20FSM%202076%201505452305.jpg,"Gio xach dep FSM 2076","Gio xach dep FSM 2076 sự phá cách tạo nên gam màu tươi trẻ. Gio xach dep FSM 2076 chất lượng da cao cấp, phong cách rất trẻ trung và hiện đại, tạo nên một làn gió mới trong thị trường túi xách với thiết kế độc đáo, lạ mắt. Gio xach dep FSM 2076 tông màu đen, trắng dễ dàng phối đồ với mọi trang phục khi đến công sở và cũng nổi bật khi xuống phố.",,"900,000 VND"
2077,387,"Túi xách nữ hàng hiệu Flower 2077",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-flower-2077--2077--387,http://image.kacana.vn/images/product/Túi%20xách%20nữ%20hàng%20hiệu%20Flower%202077%201505449275.jpg,"Túi xách nữ hàng hiệu Flower 2077","Dù là đi dạo phố, picnic đi biển hay đi làm, túi xách nữ hàng hiệu Flower 2077 cũng là sự lựa chọn tuyệt vời vì tính tiện dụng, bền bĩ và thiết kế bắt mắt. Túi xách nữ hàng hiệu Flower 2077 không phải là phụ kiện phô trương sự giàu có nhưng là công cụ tuyệt vời để thể hiện gu thẩm mỹ của người mang chúng.",,"1,080,000 VND"
2078,2136,"Túi xách nữ đẹp khoá xích tròn ZYA 2078 ",http://kacana.vn/san-pham/tui-xach-nu-dep-khoa-xich-tron-zya-2078--2078--2136,http://image.kacana.vn/images/product/2078%201498724405.jpg,"Túi xách nữ đẹp khoá xích tròn ZYA 2078 ","Túi xách nữ đẹp khoá xích tròn ZYA 2078 là mẫu túi xách nữ đẹp phù hợp cho công sở, những bữa tiệc sang trọng...  Túi xách nữ đẹp khoá xích tròn ZYA 2078 yêu ngay từ cái nhìn đầu tiên, mang đến cảm giác mới mẻ cho các cô nàng công sở.",,"490,000 VND"
2079,664,"Túi xách nữ hàng hiệu Flower 2079 ",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-flower-2079--2079--664,http://image.kacana.vn/images/product/Túi%20xách%20nữ%20hàng%20hiệu%20Flower%202079%20%201505397919.jpg,"Túi xách nữ hàng hiệu Flower 2079 ","Túi xách nữ hàng hiệu Flower 2079 với thiết kế bắt mắt, chỉ cần nhìn thấy một lần sẽ khó có thể quên được. Túi xách nữ hàng hiệu Flower 2079 tạo cảm giác dễ chịu giúp người mang tự tin toả sáng phong cách.",,"860,000 VND"
2080,664,"Túi xách đeo chéo nữ hàng hiệu Flower 2080",http://kacana.vn/san-pham/tui-xach-deo-cheo-nu-hang-hieu-flower-2080--2080--664,http://image.kacana.vn/images/product/Túi%20xách%20đeo%20chéo%20nữ%20hàng%20hiệu%20Flower%202080%201505376998.jpg,"Túi xách đeo chéo nữ hàng hiệu Flower 2080","Túi xách đeo chéo nữ hàng hiệu Flower 2080 phục vụ nhu cầu thời trang của nàng công sở, mẫu túi mới lạ, sành điệu. Túi xách đeo chéo nữ hàng hiệu Flower 2080 với kiểu dáng mới, màu sắc nổi bật sẽ đáp ứng được tiêu chí của nhiều chị em.",,"860,000 VND"
2081,3145,"Túi xách nữ hàng hiệu Flower 2081",http://kacana.vn/san-pham/tui-xach-nu-hang-hieu-flower-2081--2081--3145,http://image.kacana.vn/images/product/Túi%20xách%20nữ%20hàng%20hiệu%20Flower%202081%201505273376.jpg,"Túi xách nữ hàng hiệu Flower 2081","Túi xách nữ hàng hiệu Flower 2081 giúp hoàn chỉnh thêm set đồ của bạn, chất da cao cấp mềm mịn, kiểu dáng thời trang, rất hợp nơi công sở.",,"900,000 VND"
2083,664,"Túi xách kim tuyến Flower 2083",http://kacana.vn/san-pham/tui-xach-kim-tuyen-flower-2083--2083--664,http://image.kacana.vn/images/product/Túi%20xách%20kim%20tuyến%20Flower%202083%201505238299.jpg,"Túi xách kim tuyến Flower 2083","Túi xách kim tuyến Flower 2083 giống như một bầu trời đầy sao khiến bất kì cô gái nào sở hữu nó đều trông quyến rũ đến lạ. Túi xách kim tuyến Flower 2083 với phong cách cổ điển kết hợp hiện đại tạo cho bạn một sự thanh lịch, giúp bạn nổi trội vượt bậc tại bất cứ đâu, bất cứ nơi nào",,"860,000 VND"
2084,664,"Túi trống nữ thời trang cao cấp Flower 2084",http://kacana.vn/san-pham/tui-trong-nu-thoi-trang-cao-cap-flower-2084--2084--664,http://image.kacana.vn/images/product/Túi%20trống%20nữ%20thời%20trang%20cao%20cấp%20Flower%202084%201505237467.jpg,"Túi trống nữ thời trang cao cấp Flower 2084","Túi trống nữ thời trang cao cấp Flower 2084 là phụ kiện luôn gắn liền với bạn gái và dường như phải có ít nhất một chiếc trong nhà. Túi trống nữ thời trang cao cấp Flower 2084 này vô cùng tiện lợi, bạn có thể sử dụng tại công sở hay biến đổi linh hoạt thành túi trống du lịch.  Dù đi đâu, làm gì chiếc túi trống nữ thời trang cao cấp Flower 2084 sẽ luôn là người bạn đồng hành thân thiết của bạn.",,"790,000 VND"
2088,2453,"Balo học sinh cấp 1 siêu nhẹ ASQ 2088 ",http://kacana.vn/san-pham/balo-hoc-sinh-cap-1-sieu-nhe-asq-2088--2088--2453,http://image.kacana.vn/images/product/Balo%20học%20sinh%20cấp%201%20siêu%20nhẹ%20ASQ%202088%20%201505234325.jpg,"Balo học sinh cấp 1 siêu nhẹ ASQ 2088 ","Balo học sinh cấp 1 siêu nhẹ ASQ 2088 chất liệu vải bố in hoạ tiết xe, chất liệu nhẹ, ít bám bẩn, dễ dàng làm sạch. Balo học sinh cấp 1 siêu nhẹ ASQ 2088 đai đeo to bản, giảm trọng lượng đáng kể cho bé, mặt sau balo vải lưới thoáng khí, hạn chế mồ hôi lưng.",,"560,000 VND"
2099,664,"Túi đeo chéo nữ hàng hiệu Northbag 2099",http://kacana.vn/san-pham/tui-deo-cheo-nu-hang-hieu-northbag-2099--2099--664,http://image.kacana.vn/images/product/Túi%20đeo%20chéo%20nữ%20hàng%20hiệu%20Northbag%202099%201505202408.jpg,"Túi đeo chéo nữ hàng hiệu Northbag 2099","Túi đeo chéo nữ hàng hiệu Northbag 2099 là mẫu túi mang tính thẩm mỹ cao và vô cùng tiện lợi. Túi đeo chéo nữ hàng hiệu Northbag 2099 tạo nên cho cơn sốt của phái đẹp, phiên bản hiện đại khuấy động làng thời trang.",,"550,000 VND"
2108,664,"Bóp nữ dễ thương MOS 2108",http://kacana.vn/san-pham/bop-nu-de-thuong-mos-2108--2108--664,http://image.kacana.vn/images/product/Bóp%20nữ%20dễ%20thương%20MOS%202108%201505192571.jpg,"Bóp nữ dễ thương MOS 2108","Bóp nữ dễ thương MOS 2108 tạo nên sự khác biệt với triết lý thiết kế vì sự thoải mái và tự do cho người sử dụng. Bóp nữ dễ thương MOS 2108 là sự lựa chọn phù hợp cho bất kỳ tính cách, tâm trạng hoặc hoàn cảnh nào.",,"390,000 VND"
2119,387,"Túi xách nam công sở CB 2119",http://kacana.vn/san-pham/tui-xach-nam-cong-so-cb-2119--2119--387,http://image.kacana.vn/images/product/tui-xach-nam-cong-so-cb-2119-1513578815.jpg,"Túi xách nam công sở CB 2119","Túi xách nam công sở CB 2119 phong cách doanh nhân lịch lãm, thời thượng. Túi xách nam công sở CB 2119 bắt mắt từ màu sắc sang trọng đến sự chu đáo trong từng chi tiết thiết kế nhỏ.",,"1,150,000 VND"
2121,664,"Túi xách đẹp hàng hiệu Flower 2121",http://kacana.vn/san-pham/tui-xach-dep-hang-hieu-flower-2121--2121--664,http://image.kacana.vn/images/product/Túi%20xách%20đẹp%20hàng%20hiệu%20Flower%202121%201504943179.jpg,"Túi xách đẹp hàng hiệu Flower 2121","Túi xách đẹp hàng hiệu Flower 2121 mang phong cách của một quý cô sang trọng, đầy quyến rũ, chắc chắn sẽ là phụ kiện thời trang không thể thiếu của bạn.",,"990,000 VND"
2129,664,"Balo nữ mini Northbag 2129",http://kacana.vn/san-pham/balo-nu-mini-northbag-2129--2129--664,http://image.kacana.vn/images/product/Balo%20nữ%20mini%20Northbag%202129%201505033772.jpg,"Balo nữ mini Northbag 2129","Balo nữ mini Northbag 2129 với thiết kế kiểu balo mini hàn quốc là mẫu balo mini dễ thương cho các bạn gái hiện đại thể hiện phong cách trẻ trung và năng động. Balo nữ mini Northbag 2129 xứng đáng là mẫu balo nhỏ đi chơi mà bạn gái đang cần tìm.",,"390,000 VND"
2130,2320,"Ví da nữ cầm tay DAN 2130",http://kacana.vn/san-pham/vi-da-nu-cam-tay-dan-2130--2130--2320,http://image.kacana.vn/images/product/Ví%20da%20nữ%20cầm%20tay%20DAN%202130%201504111224.jpg,"Ví da nữ cầm tay DAN 2130","Ví da nữ cầm tay DAN 2130 là mẫu ví cầm tay dự tiệc sang trọng, với thiết kế da bò dập vân cá sấu nổi hoàn hảo trong từng đường nét, màu sắc quyến rũ, nổi bật, đầy thu hút.",,"1,150,000 VND"
2131,2320,"Ví nữ hàng hiệu da thật XMO 2131",http://kacana.vn/san-pham/vi-nu-hang-hieu-da-that-xmo-2131--2131--2320,http://image.kacana.vn/images/product/Ví%20nữ%20hàng%20hiệu%20da%20thật%20XMO%202131%201504590531.jpg,"Ví nữ hàng hiệu da thật XMO 2131","Ví nữ hàng hiệu da thật XMO 2131 đơn giản, tinh tế, thời thượng và sang trọng. Trông bạn sẽ đẹp quyến rũ hơn với túi đeo xinh xắn này, sản phẩm là một sự trãi nghiệm của phái đẹp. Ví nữ hàng hiệu da thật XMO 2131 sẽ là món quà mà bất kỳ ai cũng muốn được sở hữu, bạn có thể chọn nó để tặng mẹ, làm quà tặng sếp hay cho bạn bè, đồng nghiệp, chị em gái, là quà tặng lý tưởng các bạn nam tặng vợ, người yêu bạn gái mình.",,"1,150,000 VND"
2132,2320,"Ví cầm tay dự tiệc nữ XMO 2132",http://kacana.vn/san-pham/vi-cam-tay-du-tiec-nu-xmo-2132--2132--2320,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20dự%20tiệc%20nữ%20XMO%202132%201504654126.jpg,"Ví cầm tay dự tiệc nữ XMO 2132","Ví cầm tay dự tiệc nữ XMO 2132 có nắp gập, thiết kế trẻ trung cùng gam màu pastel dịu ngọt sẽ giúp bạn cuốn hút mọi ánh nhìn bởi sự lãng mạn, cổ điển và những bí kíp mặc đẹp rất riêng.",,"990,000 VND"
2133,2320,"Ví cầm tay đính đá Sef 2133",http://kacana.vn/san-pham/vi-cam-tay-dinh-da-sef-2133--2133--2320,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20đính%20đá%20Sef%202133%201504673082.jpg,"Ví cầm tay đính đá Sef 2133","Ví cầm tay đính đá Sef 2133 bằng thiết kế lấp lánh, bắt mắt, có khả năng biến mọi người phụ nữ trở thành nữ hoàng quý phái và lộng lẫy nhất của các buổi tiệc.",,"1,150,000 VND"
2134,3141,"Balo đựng laptop lớn cao cấp Mixi 2134",http://kacana.vn/san-pham/balo-dung-laptop-lon-cao-cap-mixi-2134--2134--3141,http://image.kacana.vn/images/product/Balo%20đựng%20laptop%20lớn%20cao%20cấp%20Mixi%202134%201504677012.jpg,"Balo đựng laptop lớn cao cấp Mixi 2134","Balo đựng laptop lớn cao cấp Mixi 2134 thiết kế kiểu dáng đơn giản nhưng rất bắt mắt, ngăn đựng laptop rộng rãi, với độ dày bền chắc, giữ gìn và bảo vệ máy tính của bạn an toàn. Balo đựng laptop lớn cao cấp Mixi 2134 với chất liệu vải thô cao cấp bền đẹp, chịu lực và ma sát tốt, chống thấm nước, thân thiện với da.",,"1,200,000 VND"
2135,3141,"Balo nam thời trang Mixi 2135   ",http://kacana.vn/san-pham/balo-nam-thoi-trang-mixi-2135--2135--3141,http://image.kacana.vn/images/product/Balo%20nam%20kiểu%20thời%20trang%20Mixi%202135%20%20%20%201504682601.jpg,"Balo nam thời trang Mixi 2135   ","Balo nam thời trang Mixi 2135 là một mẫu balo tiện dụng với thiết kế chia ngăn khoa học. Balo nam thời trang Mixi 2135 công nghệ may chuyên nghiệp, đường may tỉ mỉ, chuẩn xác, chất liệu vải cao cấp, bền bĩ.",,"900,000 VND"
2136,2196,"Ví cầm tay dự tiệc màu đen Sef 2136",http://kacana.vn/san-pham/vi-cam-tay-du-tiec-mau-den-sef-2136--2136--2196,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20dự%20tiệc%20màu%20đen%20Sef%202136%201504688068.jpg,"Ví cầm tay dự tiệc màu đen Sef 2136","Ví cầm tay dự tiệc màu đen Sef 2136 mẫu ví dáng dài, màu đen bóng sáng, da trơn mịn cao cấp, dễ dàng kết hợp với nhiều trang phục khác nhau, cho bạn tự tin khi đến các bữa tiệc.",,"790,000 VND"
2137,3156,"Túi đựng điện thoại cho nam Demodun 2137",http://kacana.vn/san-pham/tui-dung-dien-thoai-cho-nam-demodun-2137--2137--3156,http://image.kacana.vn/images/product/Túi%20đựng%20điện%20thoại%20cho%20nam%20Demodun%202137%201504757897.jpg,"Túi đựng điện thoại cho nam Demodun 2137","Túi đựng điện thoại cho nam Demodun 2137 là mẫu túi đeo dành cho nam kiểu đeo vai tiện lợi, nhỏ gọn rất trẻ trung và hiện đại.",,"1,150,000 VND"
2138,3156,"Ví cầm tay nam hàng hiệu cao cấp Demodun 2138",http://kacana.vn/san-pham/vi-cam-tay-nam-hang-hieu-cao-cap-demodun-2138--2138--3156,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20nam%20hàng%20hiệu%20cao%20cấp%20Demodun%202138%201504769220.jpg,"Ví cầm tay nam hàng hiệu cao cấp Demodun 2138","Ví cầm tay nam hàng hiệu cao cấp Demodun 2138 món quà ý nghĩa dành tặng những người thân yêu của bạn, là sự chọn hàng đầu của các đấng mày râu. Ví cầm tay nam hàng hiệu cao cấp Demodun 2138 dây đeo thời trang, dây đeo thiết kế tiện lợi, có thể tháo rời tuỳ ý.",,"990,000 VND"
2139,3114,"Ví cầm tay nam Demodun 2139",http://kacana.vn/san-pham/vi-cam-tay-nam-demodun-2139--2139--3114,http://image.kacana.vn/images/product/Ví%20cầm%20tay%20nam%20Demodun%202139%201504771708.jpg,"Ví cầm tay nam Demodun 2139","Ví cầm tay nam Demodun 2139 thích hợp để chứa nhiều đồ vật như giấy tờ, điện thoại, tiền mặt, chìa khoá, ví nam.... Ví cầm tay nam Demodun 2139 là phụ kiện cho các quý ông doanh nhân lịch lãm, rất phong cách.",,"680,000 VND"
2141,2936,"Túi yên ngựa saddle bag D.Dore 2141",http://kacana.vn/san-pham/tui-yen-ngua-saddle-bag-ddore-2141--2141--2936,http://image.kacana.vn/images/product/saddle-bag-quai-tron-ddore-2141-1506980645.jpg,"Túi yên ngựa saddle bag D.Dore 2141","Mẫu túi cổ điển này bất ngờ trở thành xu hướng thời trang nổi bật năm nay, túi yên ngựa - saddle bag thiết kế cách điệu độc đáo với hai vòng tròn kim loại mạ vàng sáng bóng. Túi yên ngựa saddle bag D.Dore 2141 không chỉ là chiếc túi đeo chéo lý tưởng, mẫu còn là chiếc ví cầm tay thời thượng, hoặc chiếc túi xách tay cá tính, cho bạn gái nhiều gợi ý về trang phục hơn.",,"550,000 VND"
2142,2767,"Bộ túi xách nữ D.Dore 2142",http://kacana.vn/san-pham/bo-tui-xach-nu-ddore-2142--2142--2767,http://image.kacana.vn/images/product/bo-tui-xach-nu-ddore-2142-1507155364.jpg,"Bộ túi xách nữ D.Dore 2142","Bộ túi xách nữ D.Dore 2142 gồm 3 túi xách nữ thời trang: Túi hến lớn, túi đeo chéo nhỏ, ví cầm tay nhỏ. Túi xách bộ 3 cái phong cách thời trang hiện đại, trẻ trung, màu sắc đẹp, bắt mắt. Toàn bộ chất liệu set 3 túi xách được dập vân cá sấu nổi sang trọng, bạn có thể tự tin mang chúng đến mọi nơi bạn đến.",,"590,000 VND"
